symbol,exchange,firstTradeDateEpochUtc,gmtOffSetMilliseconds,longName,maxAge,quoteType,shortName,symbol,timeZoneFullName,timeZoneShortName,underlyingSymbol,uuid
000057.SS,SHH,,28800000,,1,INDEX,SSE Large and Mid and Small Cap,000057.SS,Asia/Shanghai,CST,000057.SS,
000162.SS,SHH,,28800000,,1,INDEX,SSE Internet plus index,000162.SS,Asia/Shanghai,CST,000162.SS,
000429.SZ,SHZ,1998-02-20 01:30:00,28800000,"Guangdong Provincial Expressway Development Co., Ltd.",1,EQUITY,GUANGDONG PROV EXP,000429.SZ,Asia/Shanghai,CST,000429.SZ,505997a5-7bf6-3095-82fe-5656bf05f840
000951.SZ,SHZ,1999-11-25 01:30:00,28800000,"Sinotruk Jinan Truck Co., Ltd.",1,EQUITY,SINOTRUK JINAN TRU,000951.SZ,Asia/Shanghai,CST,000951.SZ,18680c54-e543-37fd-81fe-405b99d684fa
001140.KS,KSC,2000-01-04 00:00:00,32400000,"KUKBO Logistics Co., Ltd.",1,EQUITY,KUKBO,001140.KS,Asia/Seoul,KST,001140.KS,6494fba1-ef0a-30ec-a282-02cda69e963d
002052.SZ,SHZ,2006-06-27 02:30:00,28800000,"Shenzhen Coship Electronics Co., Ltd.",1,EQUITY,SHENZHEN COSHIP EL,002052.SZ,Asia/Shanghai,CST,002052.SZ,8454bec3-6deb-31bc-8afb-1fe92712d1cd
002059.SZ,SHZ,2006-08-10 02:30:00,28800000,"Yunnan Tourism Co., Ltd.",1,EQUITY,YUNNAN TOURISM CO,002059.SZ,Asia/Shanghai,CST,002059.SZ,90742a7f-cb25-3d9e-9ddb-ee9a6a8f4b37
002339.SZ,SHZ,2010-01-22 01:30:00,28800000,"Integrated Electronic Systems Lab Co., Ltd.",1,EQUITY,INTEGRATED ELECTRO,002339.SZ,Asia/Shanghai,CST,002339.SZ,5d5ea196-8304-35df-947e-e924bbf81213
002495.SZ,SHZ,2010-11-02 01:30:00,28800000,"Guangdong Jialong Food Co., Ltd.",1,EQUITY,GUANGDONG JIALONG,002495.SZ,Asia/Shanghai,CST,002495.SZ,8bd8fc97-f53e-36b6-b8b2-8c1197c9f2d3
002824.SZ,SHZ,2017-01-13 01:30:00,28800000,"Guangdong Hoshion Aluminium Co., Ltd.",1,EQUITY,GUANGDONG HOSHION,002824.SZ,Asia/Shanghai,CST,002824.SZ,9bed1503-71ba-36a7-b2bf-d1db5677a1bf
002842.SZ,SHZ,2017-01-20 01:30:00,28800000,"Guangdong Xianglu Tungsten Co., Ltd.",1,EQUITY,GUANGDONG XIANGLU,002842.SZ,Asia/Shanghai,CST,002842.SZ,33c07a17-6939-3f1d-b5b0-179eacb1ae2d
004650.KQ,KOE,2014-07-30 01:00:00,32400000,"Changhae Ethanol Co., Ltd.",1,EQUITY,Changhae Ethanol,004650.KQ,Asia/Seoul,KST,004650.KQ,6f188d09-6ae1-38db-8fc1-9db887a12c1f
00634R.TW,TAI,2014-11-11 01:00:00,28800000,Fubon SSE180 Inversed Index ETF,1,ETF,FUBON ASSET MANAGEMENT CO LTD S,00634R.TW,Asia/Taipei,CST,00634R.TW,a5c4c947-6f44-368d-8f97-263984eeef6e
01OY.Z,ZRH,,3600000,,1,INDEX,ESTX 50 REALIZ.DISP.PR EO,01OY.Z,Europe/Zurich,CET,01OY.Z,
023760.KQ,KOE,2000-02-11 00:00:00,32400000,"Han Kook Capital Co., Ltd.",1,EQUITY,HKCapital,023760.KQ,Asia/Seoul,KST,023760.KQ,b393df06-ffab-3124-954f-d702db5806c3
023900.KQ,KOE,2000-02-11 00:00:00,32400000,"Pungguk Ethanol Industrial Co., Ltd",1,EQUITY,Pungguk Ethanol,023900.KQ,Asia/Seoul,KST,023900.KQ,540e45b7-190a-3c2a-a8af-28f5fe1d0da2
025540.KS,KSC,2000-01-04 00:00:00,32400000,"Korea Electric Terminal Co., Ltd.",1,EQUITY,KorElecTerm,025540.KS,Asia/Seoul,KST,025540.KS,44c266db-56ab-3e60-b15b-404eca6df814
