symbol,exchange,firstTradeDateEpochUtc,gmtOffSetMilliseconds,longName,maxAge,quoteType,shortName,symbol,timeZoneFullName,timeZoneShortName,underlyingSymbol,uuid
000421.SZ,SHZ,1996-08-06 01:30:00,28800000,"Nanjing Public Utilities Development Co., Ltd.",1,EQUITY,NANJING PUBLIC UTI,000421.SZ,Asia/Shanghai,CST,000421.SZ,dbbcb4e4-80cb-3bb2-aedd-39415cf7a713
000533.SZ,SHZ,1994-01-03 01:30:00,28800000,"Guangdong Shunna Electric Co., Ltd",1,EQUITY,GUANGDONG SHUNNA E,000533.SZ,Asia/Shanghai,CST,000533.SZ,70eac9c9-e1b6-37b7-a373-c39edd271b81
000635.SZ,SHZ,1996-11-20 01:30:00,28800000,"Ningxia Yinglite Chemicals Co., Ltd",1,EQUITY,N/YINGLIGHT CHEMIC,000635.SZ,Asia/Shanghai,CST,000635.SZ,a755631d-643e-3604-a11d-d1897d2853c3
000937.SS,SHH,,28800000,JZEG,1,INDEX,CSI Utilities index,000937.SS,Asia/Shanghai,CST,000937.SS,6c65393e-43fa-3085-a17b-08332f4da38c
001283.SZ,SHZ,2022-09-05 01:30:00,28800000,"Shenzhen Highpower Technology Co., Ltd.",1,EQUITY,SHENZHEN HIGHPOWER,001283.SZ,Asia/Shanghai,CST,001283.SZ,f671bdd4-07a6-3900-b1db-90e4ed6cbc85
002880.KS,KSC,2000-01-04 00:00:00,32400000,"Dayou A-Tech Co.,Ltd",1,EQUITY,DAYOU A-TECH,002880.KS,Asia/Seoul,KST,002880.KS,1dec16ca-a4fd-3c40-9a4f-0c1a121f8c3a
006R.Z,ZRH,,3600000,,1,INDEX,STXE 600 LOW CARBON GR EO,006R.Z,Europe/Zurich,CET,006R.Z,
00OA.Z,ZRH,,3600000,,1,INDEX,ISTOXX EUROPEAN 100 PR DL,00OA.Z,Europe/Zurich,CET,00OA.Z,
01DW.BE,BER,,3600000,,1,ETF,IST.-ISHS CO.RU.US GR.ETF,01DW.BE,Europe/Berlin,CET,01DW.BE,
020030.TW,TAI,,28800000,,1,ETF,,020030.TW,Asia/Taipei,CST,020030.TW,9b2ee084-5684-3dca-9518-1f785ce76acb
02BN.Z,ZRH,,3600000,,1,INDEX,STXG30XEA GR EUR,02BN.Z,Europe/Zurich,CET,02BN.Z,
02JS.Z,ZRH,,3600000,,1,INDEX,STXAP6 GR USD,02JS.Z,Europe/Zurich,CET,02JS.Z,
030047.TW,TAI,,28800000,,1,EQUITY,,030047.TW,Asia/Taipei,CST,030047.TW,
030295.TW,TAI,,28800000,,1,EQUITY,,030295.TW,Asia/Taipei,CST,030295.TW,
030444.TW,TAI,,28800000,,1,EQUITY,,030444.TW,Asia/Taipei,CST,030444.TW,
030469.TW,TAI,,28800000,,1,EQUITY,,030469.TW,Asia/Taipei,CST,030469.TW,
030880.TW,TAI,,28800000,,1,EQUITY,,030880.TW,Asia/Taipei,CST,030880.TW,
031321.TW,TAI,,28800000,,1,EQUITY,,031321.TW,Asia/Taipei,CST,031321.TW,
031565.TW,TAI,,28800000,,1,EQUITY,,031565.TW,Asia/Taipei,CST,031565.TW,
031925.TW,TAI,,28800000,,1,EQUITY,,031925.TW,Asia/Taipei,CST,031925.TW,
032222.TW,TAI,,28800000,,1,EQUITY,,032222.TW,Asia/Taipei,CST,032222.TW,
032335.TW,TAI,,28800000,,1,EQUITY,,032335.TW,Asia/Taipei,CST,032335.TW,
032411.TW,TAI,,28800000,,1,EQUITY,,032411.TW,Asia/Taipei,CST,032411.TW,
032912.TW,TAI,,28800000,,1,EQUITY,,032912.TW,Asia/Taipei,CST,032912.TW,
03291P.TW,TAI,,28800000,,1,EQUITY,,03291P.TW,Asia/Taipei,CST,03291P.TW,0c9c35df-0414-39ed-8475-67b3c1022d6f
03524P.TW,TAI,,28800000,,1,EQUITY,,03524P.TW,Asia/Taipei,CST,03524P.TW,
04P7.Z,ZRH,,3600000,,1,INDEX,EURO ISTX 50 FX NEU.GR LS,04P7.Z,Europe/Zurich,CET,04P7.Z,
04Z7.Z,ZRH,,3600000,,1,INDEX,STX EM MID 500 GR EO,04Z7.Z,Europe/Zurich,CET,04Z7.Z,
05VR.Z,ZRH,,3600000,,1,INDEX,ISTX NA ESG SEL.30 GR USD,05VR.Z,Europe/Zurich,CET,05VR.Z,
06125P.TW,TAI,,28800000,,1,EQUITY,,06125P.TW,Asia/Taipei,CST,06125P.TW,
06Y.F,FRA,2021-03-04 07:00:00,3600000,Polenergia S.A.,1,EQUITY,POLENERGIA S.A. ZY 2,06Y.F,Europe/Berlin,CET,06Y.F,9aa223a1-f803-382c-b6e0-2c3697b891c3
07310P.TW,TAI,,28800000,,1,EQUITY,,07310P.TW,Asia/Taipei,CST,07310P.TW,
077487.TW,TAI,,28800000,,1,EQUITY,,077487.TW,Asia/Taipei,CST,077487.TW,
081641.TW,TAI,,28800000,,1,EQUITY,,081641.TW,Asia/Taipei,CST,081641.TW,
085025.TW,TAI,,28800000,,1,EQUITY,,085025.TW,Asia/Taipei,CST,085025.TW,
086382.TW,TAI,,28800000,,1,EQUITY,,086382.TW,Asia/Taipei,CST,086382.TW,
087579.TW,TAI,,28800000,,1,EQUITY,,087579.TW,Asia/Taipei,CST,087579.TW,
088982.TW,TAI,,28800000,,1,EQUITY,,088982.TW,Asia/Taipei,CST,088982.TW,
08ZE.Z,ZRH,,3600000,,1,INDEX,STX HR TM PR USD,08ZE.Z,Europe/Zurich,CET,08ZE.Z,
08ZS.Z,ZRH,,3600000,,1,INDEX,STX CZ TM NR USD,08ZS.Z,Europe/Zurich,CET,08ZS.Z,
0907.HK,HKG,2000-01-11 01:30:00,28800000,Elegance Optical International Holdings Limited,1,EQUITY,ELEGANCEOPTICAL,0907.HK,Asia/Hong_Kong,HKT,0907.HK,cd92ccb3-7c29-3ef2-9ab5-bf73dc6427ee
0992.HK,HKG,2000-03-22 01:30:00,28800000,Lenovo Group Limited,1,EQUITY,LENOVO GROUP,0992.HK,Asia/Hong_Kong,HKT,0992.HK,d800b522-6d4b-3af8-9a61-06b80168d3bc
09EI.Z,ZRH,,3600000,,1,INDEX,STX CA 240 UN NR CAD,09EI.Z,Europe/Zurich,CET,09EI.Z,d2e92cbd-a8b3-3947-a994-fefe3f2db2e2
09U7.Z,ZRH,,3600000,,1,INDEX,STX MX TM GR USD,09U7.Z,Europe/Zurich,CET,09U7.Z,
0A29.IL,IOB,2019-10-22 07:00:00,0,Solutions 30 SE,1,EQUITY,SOLUTIONS 30 SE SOLUTIONS 30 SE,0A29.IL,Europe/London,GMT,0A29.IL,17936773-676e-3aeb-82bb-e86e1edd7d41
