symbol,exchange,firstTradeDateEpochUtc,gmtOffSetMilliseconds,longName,maxAge,quoteType,shortName,symbol,timeZoneFullName,timeZoneShortName,underlyingSymbol,uuid
TASAD1M1.MX,YHD,2013-06-27 14:30:00,-18000000,Intercam Fondo Dinámico SA de CV S.I.R.V.,1,MUTUALFUND,+TASAD1 M1,TASAD1M1.MX,America/New_York,EST,TASAD1M1.MX,51e9669a-6637-3d54-9b91-0732443afdd8
TASAPRF1.MX,YHD,,-18000000,+TASARV F1,1,MUTUALFUND,+TASARV F1,TASAPRF1.MX,America/New_York,EST,TASAPRF1.MX,b4d757e7-b2f7-3d7e-a507-53e01e79ce03
000523.SZ,SHZ,1993-11-08 01:30:00,28800000,"Lonkey Industrial Co.,Ltd.Guangzhou",1,EQUITY,LONKEY INDUSTRIAL,000523.SZ,Asia/Shanghai,CST,000523.SZ,36f87b06-947e-304e-87bb-f1fb3fc65101
000545.KS,KSC,2005-09-29 01:00:00,32400000,"Heungkuk Fire&Marine Insurance Co., Ltd.",1,EQUITY,HeungkukF&MIns(1P),000545.KS,Asia/Seoul,KST,000545.KS,7db7fbc4-8b24-39e0-86c9-22f1c1c9700b
000983.SZ,SHZ,2000-07-26 02:30:00,28800000,"Shanxi Coking Coal Energy Group Co.,Ltd.",1,EQUITY,SHANXI COKING CO.E,000983.SZ,Asia/Shanghai,CST,000983.SZ,9bc0c14d-d344-3e6a-b824-352effcdb9f7
002206.SZ,SHZ,2008-01-23 01:30:00,28800000,"Zhejiang Hailide New Material Co.,Ltd",1,EQUITY,ZHEJIANG HAILIDE N,002206.SZ,Asia/Shanghai,CST,002206.SZ,49c927e8-010a-3a5d-aa6c-6abefc5415de
002427.SZ,SHZ,2010-06-08 02:30:00,28800000,"Zhejiang Unifull Industrial Fibre Co., Ltd.",1,EQUITY,ZHEJIANG UNIFULL I,002427.SZ,Asia/Shanghai,CST,002427.SZ,b29a1508-2a8b-376c-98be-9bb9fb48387e
002445.SZ,SHZ,2010-07-13 02:30:00,28800000,"Jiangyin Zhongnan Heavy Industries Co.,Ltd",1,EQUITY,ZHONGNAN RED CULTU,002445.SZ,Asia/Shanghai,CST,002445.SZ,d709ba34-610a-3d70-9e1b-b466fd60a51a
004450.KS,KSC,2000-01-04 00:00:00,32400000,"Samhwa Crown & Closure Co., Ltd",1,EQUITY,SamhwaCrown&Closure,004450.KS,Asia/Seoul,KST,004450.KS,56df2057-158a-34cc-a98e-ef2da258e349
004910.KS,KSC,2000-01-04 00:00:00,32400000,"Chokwang Paint Co., Ltd.",1,EQUITY,ChokwangPaint,004910.KS,Asia/Seoul,KST,004910.KS,39b16253-88c8-314f-86a6-5cf12a887376
00859B.TWO,TWO,2019-10-08 02:00:00,28800000,Capital Ice BofAML 0-1 Year US Treasury ETF,1,EQUITY,CAPITAL INV TRUST CORP,00859B.TWO,Asia/Taipei,CST,00859B.TWO,d0ddb220-4c6c-35b1-aecb-a36e98c6632b
00864B.TWO,TWO,2019-10-08 02:00:00,28800000,CTBC 0-1 Year US Treasury Bond ETF,1,EQUITY,CTBC INVESTMENTS CO LTD,00864B.TWO,Asia/Taipei,CST,00864B.TWO,4a481fec-7272-3a7c-ae04-d4f203a25100
00894.TW,TAI,2021-08-05 02:00:00,28800000,CTBC TIP Customized Investor Movement Aristocrats 30 ETF,1,ETF,CTBC INVESTMENTS CO LTD CTBC TI,00894.TW,Asia/Taipei,CST,00894.TW,8099e059-271f-3636-b795-5eb1481b63a0
00AY.Z,ZRH,,3600000,,1,INDEX,STX GLB.CLI.CH.LEAD.PR EO,00AY.Z,Europe/Zurich,CET,00AY.Z,
0152.KL,KLS,2009-12-09 01:00:00,28800000,,1,EQUITY,DGB,0152.KL,Asia/Kuala_Lumpur,MYT,0152.KL,e3a495d4-dda8-38cf-a986-7558f2cd12d9
017U.MU,MUN,,3600000,Schroder International Selection Fund SICAV - Global Emerging Market Opportunities,1,ETF,SISF GL.EM.MKT.OPP. BA DL,017U.MU,Europe/Berlin,CET,017U.MU,1674be51-ce93-344d-9a53-b61ae635d3fd
025L.BE,BER,,3600000,,1,ETF,VANG.TOTAL INT.BD IDX ETF,025L.BE,Europe/Berlin,CET,025L.BE,
030104.TW,TAI,,28800000,,1,EQUITY,,030104.TW,Asia/Taipei,CST,030104.TW,
030772.TW,TAI,,28800000,,1,EQUITY,,030772.TW,Asia/Taipei,CST,030772.TW,
030838.TW,TAI,,28800000,,1,EQUITY,,030838.TW,Asia/Taipei,CST,030838.TW,
031158.TW,TAI,,28800000,,1,EQUITY,,031158.TW,Asia/Taipei,CST,031158.TW,
031563.TW,TAI,,28800000,,1,EQUITY,,031563.TW,Asia/Taipei,CST,031563.TW,
031911.TW,TAI,,28800000,,1,EQUITY,,031911.TW,Asia/Taipei,CST,031911.TW,
031924.TW,TAI,,28800000,,1,EQUITY,,031924.TW,Asia/Taipei,CST,031924.TW,
031975.TW,TAI,,28800000,,1,EQUITY,,031975.TW,Asia/Taipei,CST,031975.TW,
032091.TW,TAI,,28800000,,1,EQUITY,,032091.TW,Asia/Taipei,CST,032091.TW,
032401.TW,TAI,,28800000,,1,EQUITY,,032401.TW,Asia/Taipei,CST,032401.TW,
032Y.Z,ZRH,,3600000,,1,INDEX,STX GLB.1800 MVU PR JPY,032Y.Z,Europe/Zurich,CET,032Y.Z,
03353P.TW,TAI,,28800000,,1,EQUITY,,03353P.TW,Asia/Taipei,CST,03353P.TW,
03924P.TW,TAI,,28800000,,1,EQUITY,,03924P.TW,Asia/Taipei,CST,03924P.TW,
039310.KQ,KOE,2000-06-13 01:00:00,32400000,"Sejoong Co., Ltd.",1,EQUITY,SEJOONG,039310.KQ,Asia/Seoul,KST,039310.KQ,a61961c1-fdb1-3e80-84b3-c1a2c97c1086
039980.KQ,KOE,2002-08-14 01:00:00,32400000,Leenos Corp.,1,EQUITY,LEENOS,039980.KQ,Asia/Seoul,KST,039980.KQ,fa21ca40-29df-3041-ac4c-4227180b6c87
03LC.Z,ZRH,,3600000,,1,INDEX,STXZATM PR USD,03LC.Z,Europe/Zurich,CET,03LC.Z,
04126P.TW,TAI,,28800000,,1,EQUITY,,04126P.TW,Asia/Taipei,CST,04126P.TW,
04473P.TW,TAI,,28800000,,1,EQUITY,,04473P.TW,Asia/Taipei,CST,04473P.TW,
04488P.TW,TAI,,28800000,,1,EQUITY,,04488P.TW,Asia/Taipei,CST,04488P.TW,
04563P.TW,TAI,,28800000,,1,EQUITY,,04563P.TW,Asia/Taipei,CST,04563P.TW,74a6313c-ffed-3239-ba44-859ce072c76d
04644P.TW,TAI,,28800000,,1,EQUITY,,04644P.TW,Asia/Taipei,CST,04644P.TW,090fbaf6-c570-375d-b78a-7e3757ff3cda
04NZ.Z,ZRH,,3600000,,1,INDEX,STX GLOB 3000 I.GD.PR EUR,04NZ.Z,Europe/Zurich,CET,04NZ.Z,
056J.Z,ZRH,,3600000,,1,INDEX,STXSG75 GR USD,056J.Z,Europe/Zurich,CET,056J.Z,
05XK.Z,ZRH,,3600000,,1,INDEX,ESTX UTILIT. 30-15 NR EO,05XK.Z,Europe/Zurich,CET,05XK.Z,
073306.TW,TAI,,28800000,,1,EQUITY,,073306.TW,Asia/Taipei,CST,073306.TW,
077954.TW,TAI,,28800000,,1,EQUITY,,077954.TW,Asia/Taipei,CST,077954.TW,
078264.TW,TAI,,28800000,,1,EQUITY,,078264.TW,Asia/Taipei,CST,078264.TW,
078750.TW,TAI,,28800000,,1,EQUITY,,078750.TW,Asia/Taipei,CST,078750.TW,
079536.TW,TAI,,28800000,,1,EQUITY,,079536.TW,Asia/Taipei,CST,079536.TW,
079987.TW,TAI,,28800000,,1,EQUITY,,079987.TW,Asia/Taipei,CST,079987.TW,
