symbol,exchange,firstTradeDateEpochUtc,gmtOffSetMilliseconds,longName,maxAge,quoteType,shortName,symbol,timeZoneFullName,timeZoneShortName,underlyingSymbol,uuid
000080.KS,KSC,2000-01-04 00:00:00,32400000,"HITEJINRO Co., Ltd.",1,EQUITY,HITEJINRO,000080.KS,Asia/Seoul,KST,000080.KS,4112e9ba-c19a-3025-8e73-a3323bd09090
000592.SZ,SHZ,1996-03-27 01:30:00,28800000,Zhongfu Straits (Pingtan) Development Company Limited,1,EQUITY,ZHONGFU STRAITS (P,000592.SZ,Asia/Shanghai,CST,000592.SZ,8941964d-d10c-3703-bcce-dbe3bdd7ada8
0020.Z,ZRH,,3600000,,1,INDEX,ESTX LRB50 NR EUR,0020.Z,Europe/Zurich,CET,0020.Z,
002920.KS,KSC,2000-01-04 00:00:00,32400000,"Yoosung Enterprise Co., Ltd.",1,EQUITY,YoosungEnt,002920.KS,Asia/Seoul,KST,002920.KS,235c2ab4-4514-3bed-87cd-8bc67cb3b3b1
003475.KS,KSC,2005-09-29 01:00:00,32400000,"Yuanta Securities Korea Co., Ltd.",1,EQUITY,Yuanta Securities(1P),003475.KS,Asia/Seoul,KST,003475.KS,063efa1c-ad92-327f-98b1-06c49c658049
00632R.TW,TAI,2014-10-23 02:00:00,28800000,Yuanta Daily Taiwan 50 Bear -1X ETF,1,ETF,YUANTA SECURITIES INV TRUST CO ,00632R.TW,Asia/Taipei,CST,00632R.TW,2545538c-884b-38eb-a5ed-7d3547b52236
00713.TW,TAI,2017-09-19 02:00:00,28800000,Yuanta Taiwan High Dividend Low Volatility ETF,1,ETF,YUANTA SECURITIES INV TRUST CO ,00713.TW,Asia/Taipei,CST,00713.TW,676d4dda-9512-3d24-abe7-ce3f694a0a59
00727B.TWO,TWO,2018-01-29 01:00:00,28800000,Cathay High Yield ex China Cash Pay 1-5 Year 2% Issuer Capped ETF,1,EQUITY,CATHAY SECS INV TRUST CO LTD,00727B.TWO,Asia/Taipei,CST,00727B.TWO,ff8ad5eb-b551-3982-90fc-410a3b4e5c80
008870.KS,KSC,2000-01-04 00:00:00,32400000,Kumbi Corporation,1,EQUITY,Kumbi,008870.KS,Asia/Seoul,KST,008870.KS,5de1912b-4fa7-301b-9938-24d59fadda0b
00H5.Z,ZRH,,3600000,,1,INDEX,STX ESG LD.GL.EX EZ GR DL,00H5.Z,Europe/Zurich,CET,00H5.Z,
010145.KS,KSC,2005-09-29 01:00:00,32400000,"Samsung Heavy Industries Co., Ltd.",1,EQUITY,SamsungHvyInd(1P),010145.KS,Asia/Seoul,KST,010145.KS,168fea8e-b0e1-3d57-a248-8b4f58bcf814
01D1.BE,BER,,3600000,,1,ETF,ISHSTR-JPX-NIKKEI 400 ETF,01D1.BE,Europe/Berlin,CET,01D1.BE,
01D2.BE,BER,,3600000,,1,ETF,ISHS TR.-CHINA LC ETF,01D2.BE,Europe/Berlin,CET,01D2.BE,
0266.HK,HKG,2000-02-25 01:30:00,28800000,Tian Teck Land Limited,1,EQUITY,TIAN TECK LAND,0266.HK,Asia/Hong_Kong,HKT,0266.HK,8a6b51a7-d0b6-387e-93d8-fb92c48275d8
030558.TW,TAI,,28800000,,1,EQUITY,,030558.TW,Asia/Taipei,CST,030558.TW,
031666.TW,TAI,,28800000,,1,EQUITY,,031666.TW,Asia/Taipei,CST,031666.TW,
032195.TW,TAI,,28800000,,1,EQUITY,,032195.TW,Asia/Taipei,CST,032195.TW,
03284P.TW,TAI,,28800000,,1,EQUITY,,03284P.TW,Asia/Taipei,CST,03284P.TW,9bfc791a-786f-37d5-a76b-497555f946d5
